"sentiment","content"
"worry","4 hours of sleep, a migraine, again? What is wrong with me?    hate my life"
"worry","4 very big ???zongzi) for lunch, ate more, but not work more.Work less but eat more, what  can I do w/h it? Too useless become."
"worry","45Th st pub anyone tonight? Dont want to be a lonely drunk tonight"
"worry","5 hours to go and no football again for me"
"worry","50 is sooo much better than 65  my biology score's so bad."
"worry","5500 words and counting.  My hands hurt"
"worry","6:29 pm - ok, let's go now through #bowman #strategicClock but first.. a break :-0 aargh.. tired"
"worry","8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA"
"worry","A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!"
"worry","A day of administrative jobs"
"worry","A delay until midnight  bloody thomson!!!!"
"worry","A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!"
"worry","A year from now is graduation....i am pretty sure i'm not ready for it!?!?!?"
"worry","Aaaa! I need to work today, Why cant i ever get the weekends off? It makes me want to cry"
"worry","Aaahhh I'm just so busy. Sorry everyone."
"worry","About to get my wisdom teeth pulled!"
"worry","About to get shot! Ow!"
"worry","About to go pick up my roomate from the airport....no more house to myself."
"worry","About to take meds I take that percentage back... feeling worse"
"worry","absolutely boiling! Got factor 50+ on! Must not turn orange, must not look like oompa lumpa... My left shoulder is burnt from yesterday"
"worry","absolutley gutted i am this ill when a) it's this sunny outside and b) i have shit loads of revision to do for my c) exam on tuesday"
"worry","According to @momsrising, a quarter of families under six live in poverty."
"worry","According to @momsrising, a quarter of families with children under six live in poverty."
"worry","Achieving a new appreciation on how a xml build script can really be painful and cumbersome"
"worry","actually, i think i'm being mean to her....i feel sorry now"
"worry","addin to that last comment, was spose to be going to see the jonas brothers 3D movie, but guess what i couldnt go aswell cos im sick"
"worry","after 4 tries and 2 arms it was successful BUT now I look like a junkie"
"worry","after a great day at work with the kids, disappointment with my roof decal"
"worry","after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them"
"worry","Again working on the internet shop ... don't think we will achieve the goal of uploading by the previously set time   Will keep going"
"worry","Again, No P.F. Changs for lunch    Booooo"
"worry","agh! freaking out about going to Wales already! &gt;&lt; not packed!!"
"worry","ah seriously i dont even work with children some how i am still sick!  groundhog friday just got worse."
"worry","ahh everyone's out today taking in the sunny weather except me  might go and watch some tv..."
"worry","Ahh I'm so confused  what can I do? I don't wanna run away but can I really handle a real relationship? What is love anyways.. False hope!"
"worry","Ahh its so gloomy out  I'm pretty sure I just heard thunder eeeeeeek."
"worry","ahh my poor feeeeeet"
"worry","ahh! big scary bug flying around my room!!!!!"
"worry","Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!"
"worry","Ahh, I forgot about the test today"
"worry","ahh..my stomach hurts"
"worry","ahhh fusterated"
"worry","ahhh i think my legs are burnt  they hurt"
"worry","Ahhh My Satz blend didn't save"
"worry","Ahhhh I think the rain is gonna begin shortly"
"worry","ahhhh, very sad"
"worry","Ahhhhh! My &quot;Let The Right One In&quot; DVD broke"
"worry","Alcohol makes me tired. And I miss and want him so much. It hurts"
"worry","Algebra test in three hours!"
"worry","All done. No more internship."
"worry","All I want is to see him tonight.  and I know it's not gonna happen."
"worry","All I want to do is sit back &amp; relax for a little while. How can that be this difficult?!"
"worry","all my pancakes always end up soggy."
"worry","Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday"
"worry","almost got a kitty yesterday...but it didn't work out"
"worry","Almost to grandmas now. No internet there. I will never catch up on twitter."
"worry","Already know I'm gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts"
"worry","also just hanging right now?? just bored hahaha didn't have to work again today this is different....  no hours no money lol whatev"
"worry","always tired, always cold and always have a headache.  cant wait for vacashun..and the frickin g1 update..i want onscreen keyboard dammit!"
"worry","am but mom...  because my princess got pneumonia...."
"worry","Am hating my life at the moment. There's only so many NOs my delicate little mind can take"
"worry","Am i really hyperventilating over my hair???  yes, i most certainly am."
"worry","Am i the only one experiencing problems logging into digital point forums ???"
"worry","Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI"
"worry","am little bit upset   ppl is jerk-"
"worry","Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue..."
"worry","an aston os my dream car but its wishful thinking"
"worry","And I just saw something real sad on my lunch... A dog with two broken back legs."
"worry","And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini)"
"worry","And it's starting to get cold"
"worry","annoyed and overwhelmed"
"worry","another build failed! something is not right in the big scheme of things!"
"worry","Another day I haven't got time to play plus it's raining and chilly And also have a headache - WTH? . . going back to sulking mode."
"worry","Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!"
"worry","Another interview... Please somebody hire me?! But I'm late"
"worry","Another Lake Park kid is going to Tulane. I'm not unique anymore"
"worry","Another night of not sleeping"
"worry","anticipating a tough day ahead"
"worry","Anxious for my dance recital tonorrow at UP :/ Groove Central will be miiiiissed  Coach Mycs! Loveyouuuu!"
"worry","Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) &amp; PsPrint, each biz card = sep. project ="
"worry","apparently even Novell Moonlight doesn't work on my Jaunty"
"worry","Apparently excessive heat is just as bad for a cold as excessive cold. My body is all blerg. My sofa is not comfy enough for my gaming"
"worry","ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?"
"worry","Are you going to hate being around my baby?"
"worry","ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site."
"worry","argh, i don't feel too good"
"worry","Around 3 hours left until a 3 day weekend and I have waaaay too much work to do."
"worry","around...takin it easy tonight b/c i'm still sick"
"worry","Arrggghhh...dang post office.  Did not get the package in yet, may have to wait until tomorrow"
"worry","arrghh stupid eczema      i have to go soon. sort it OUT! :/"
"worry","arrives in mfk... With these potholes.. I foresee a wheel changing session. Hai no man"
"worry","Art History Quiz...  I didn't study"
"worry","Ashley= getting sick... Ugh I'm losing my voice! Nooo"
"worry","asks can someone pass me some load. :| Kahit 2 pesos lang.  http://plurk.com/p/wxzyr"
"worry","asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment."
"worry","At hospital.. Uncle is in surgury after heart attack"
"worry","At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came..."
"worry","At the dentist. I liked it better when the dentist is the client. Now I'm the patient.  http://www.DamienSmithPhotography.com"
"worry","At the doctor's office, waiting for Dr. Sufka to see me. Tired of being sick  hope everyone else is having better Friday than me."
"worry","At the dr office for abbie's second round of shots..."
"worry","At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck."
"worry","at the redi med. getting checked for strep throat."
"worry","At work but punchy due to two early morning pager events."
"worry","At work I don't like today its nasty outside  can't wait to get home today and clean my house!"
"worry","At work sick  but I'm ok to the mall!"
"worry","ate like tons of chocolate today...  3 weeks of eating healthy, all gone with one day of unlimited eating! LOL"
"worry","Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
"worry","Attempting to sleep. My puppy is sick already"
"worry","Attending Matthew's Senior Day for recognition and I'm so not ready for this."
"worry","Auditions are good but, Iam super nervous! That is one of my virtues"
"worry","Auto uit de running... One down, one yet to build"
"worry","Aw crap! My iPod has a thin, gray line across the screen! Didn't drop it - I take good care of it. How long before it dies?"
"worry","Aw man, Half Term isn't long enough    lol!"
"worry","aw! I'm gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I'm gonna start all over"
"worry","Awake, no migrane (yey) but tummy is hurting, evil IBS"
"worry","Aww man. @Wired arrived. How-To Guide-less"
"worry","Aww sad @Ruthiexo09 now  stupid crapped up phone and deciding that you would go and screw yourself up and never again work arghhh"
"worry","Aww...  Pray for the arroyo family everyone!"
"worry","Awwww ur already gone"
"worry","awwww, writing my resume's too difficult XD how do i tell them i've taken 10 different jobs and quit them within the span of two months?"
"worry","baaaaaaaah!!!! there's a MEGA cockroach in the kitchen and i have no one to kill it!  heeeeelp me!!!! haha my retarded cats are no help!"
"worry","Babysitting in the sun and heat. I'm getting lots of freckles"
"worry","Babysitting the little kids! I cant believe the year is over!"
"worry","Back at homes hmm.. i rly am going to miss my boo for 2 days like wtf"
"worry","back at school again. almost weekend. oh wait, i gotta work from eight to four tonight"
"worry","Back at the vet and it isn't good"
"worry","Back from A&amp;E, very nice Doctor diagnosed ligament damage, she felt I could still do my 5k run, but it might take me 10 days to heal"
"worry","Back in Durham from Greensboro but Cook-Outs closed.  hmmmm...."
"worry","Back is SORE... should not have done that jump last night"
"worry","back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore."
"worry","Back to the salt mine for my one day work week. So much to do."
"worry","Back to Tokyo tomorrow. Expecting some rain and no sunshine"
"worry","back to work tomoo  day 1 of 5 it will bee."
